cpu_usage,memory_usage,disk_usage,network_latency,application_state
8,64,92,11,good
95,32,68,11,good
83,67,70,12,good
91,70,21,19,bad
96,8,58,17,good
67,15,46,6,good
45,4,67,8,good
97,97,31,15,good
66,22,82,20,good
25,42,96,10,good
7,88,0,15,good
5,56,53,12,good
79,50,45,11,good
23,12,40,18,good
47,23,40,5,good
93,10,7,12,good
44,51,31,5,good
12,16,29,10,good
68,36,45,14,good
24,12,91,16,good
19,61,51,5,good
81,90,95,11,good
81,83,88,19,good
65,96,97,8,good
73,95,60,19,good
44,7,96,20,good
46,55,12,18,good
62,92,88,12,good
75,82,39,13,good
76,69,60,18,good
54,43,43,15,good
74,59,61,15,good
18,40,43,12,good
34,20,47,9,good
52,85,73,19,good
25,41,58,12,good
13,73,56,5,good
44,73,94,20,good
43,28,10,10,good
87,79,24,7,good
64,64,60,11,good
50,16,45,8,good
42,29,53,7,good
85,25,33,16,good
22,52,83,16,good
55,18,6,14,good
18,52,96,15,good
81,84,61,20,good
75,16,56,9,good
54,45,98,16,good
91,84,92,16,good
91,52,75,5,good
59,63,4,3,good
58,44,75,13,good
32,48,92,8,good
18,18,34,17,good
27,70,83,5,good
51,80,36,6,good
48,64,59,2,good
36,36,64,14,good
25,69,15,4,good
98,25,29,3,good
97,1,72,9,good
98,58,41,18,good
39,95,60,12,good
79,4,73,9,good
37,36,76,18,good
76,30,47,13,good
86,75,61,14,good
53,98,83,10,good
21,93,92,3,good
15,47,63,7,good
27,5,56,18,good
34,14,67,16,good
59,14,45,17,good
44,60,27,6,good
45,15,100,12,good
71,19,76,19,good
54,76,2,3,good
85,43,36,3,good
84,41,47,18,good
25,45,18,11,good
84,94,91,6,good
24,33,82,19,good
64,63,16,5,good
5,28,81,13,good
22,2,81,5,good
63,8,86,3,good
86,74,39,19,good
42,74,49,17,good
22,24,72,3,good
95,85,28,15,good
29,41,50,17,good
76,45,41,13,good
17,72,28,14,good
86,83,65,16,bad
78,58,16,11,good
96,20,30,17,good
20,73,91,5,good
56,21,51,15,good
22,28,38,18,good
90,62,59,16,good
44,72,93,14,good
43,60,98,14,good
81,63,50,13,good
87,68,83,1,bad
46,39,15,6,good
39,74,97,11,good
50,0,13,11,good
41,64,89,16,good
6,61,83,3,good
49,53,41,17,good
47,59,50,14,good
83,45,23,2,good
90,4,81,9,good
5,21,42,8,good
90,89,72,11,good
8,52,18,7,good
56,69,83,2,good
30,31,60,4,good
20,10,93,14,good
89,9,62,13,good
39,38,25,13,good
44,97,94,13,good
76,30,34,5,good
48,11,66,12,good
86,79,55,6,good
19,37,39,14,good
100,66,28,8,good
91,65,5,8,good
16,51,51,7,good
27,4,0,17,good
40,10,51,11,good
65,24,23,10,good
24,34,33,13,good
57,34,6,10,good
40,21,74,14,good
5,36,10,9,good
74,85,35,7,good
37,54,19,7,good
5,74,62,18,good
44,95,79,16,good
74,98,62,8,good
13,94,68,16,good
65,71,87,19,good
39,63,29,15,good
2,19,29,15,good
98,97,100,6,good
96,3,96,9,good
23,17,83,15,good
18,50,21,7,good
17,67,60,8,good
63,19,20,18,good
87,8,36,16,good
34,79,26,15,good
61,25,34,3,good
0,24,37,1,good
99,67,59,13,good
24,40,69,12,good
44,58,31,9,good
48,44,79,2,good
97,40,91,9,good
88,37,79,8,good
15,18,26,5,good
97,13,2,13,good
92,20,48,2,good
18,14,84,10,good
22,2,29,6,good
82,36,21,7,good
24,45,18,3,good
15,15,30,14,good
53,13,19,16,good
72,8,18,6,good
0,6,1,8,good
41,13,39,1,good
18,5,38,20,good
96,84,90,15,good
33,14,71,17,good
79,51,53,18,good
54,71,26,3,good
17,33,78,6,good
33,0,11,17,good
88,95,77,13,good
44,68,70,17,good
5,93,16,16,good
20,85,89,17,good
69,19,100,1,good
95,79,83,16,good
47,6,9,6,good
38,6,18,8,good
30,49,81,1,good
9,1,29,2,good
29,46,29,15,good
17,13,24,5,good
59,30,87,20,good
87,49,73,15,good
72,60,65,10,good
94,40,95,5,good
14,13,34,3,good
3,4,50,6,good
62,74,100,15,good
39,4,70,18,good
8,63,70,14,good
8,28,26,10,good
25,74,9,4,good
3,4,96,11,good
80,95,42,20,good
15,35,54,7,good
14,78,70,15,good
98,18,5,9,good
51,63,5,15,good
68,21,76,12,good
4,33,47,18,good
19,55,76,6,good
78,16,1,18,good
17,75,82,18,good
1,88,50,6,good
92,55,60,15,good
12,16,18,19,good
3,73,1,5,good
41,91,50,4,good
73,81,25,17,good
60,17,69,10,good
94,44,19,12,good
7,95,22,5,good
66,77,53,7,good
62,55,14,12,good
8,79,5,2,good
93,49,91,20,good
10,57,34,17,good
98,17,74,13,good
100,79,7,5,bad
41,80,56,5,good
12,6,49,20,good
35,75,48,12,good
12,97,87,12,good
11,9,20,7,good
36,68,35,6,good
73,84,70,10,good
72,2,68,19,good
51,82,57,16,good
70,43,62,2,good
1,98,92,4,good
55,69,15,9,good
59,13,5,5,good
22,3,77,1,good
39,17,51,11,good
63,92,1,19,good
84,98,88,3,good
22,51,94,1,good
28,37,76,4,good
77,79,17,9,good
89,19,80,16,good
50,87,91,7,good
68,98,75,5,good
94,43,34,13,good
88,50,85,11,good
30,18,38,14,good
49,67,0,17,good
19,96,36,12,good
54,65,20,19,good
80,12,0,5,good
1,61,3,8,good
24,60,95,2,good
12,29,57,17,good
91,97,0,2,good
69,29,12,3,good
66,50,45,20,good
57,87,46,18,good
98,47,80,15,good
81,32,75,5,good
74,73,6,17,good
83,81,50,14,good
63,18,2,1,good
68,70,49,14,good
82,56,25,9,good
85,18,30,5,good
58,87,99,4,good
59,78,61,1,good
82,40,25,3,good
61,41,66,20,good
15,86,54,11,good
87,51,27,16,good
67,3,43,11,good
14,3,80,10,good
88,4,37,12,good
54,40,29,5,good
34,86,65,10,good
54,100,7,13,good
13,60,13,19,good
48,74,100,7,good
82,54,98,16,good
99,74,61,6,good
6,12,74,10,good
29,13,62,10,good
82,59,78,11,good
48,71,65,10,good
88,24,100,14,good
15,81,95,15,good
50,43,39,7,good
71,81,12,13,good
81,9,16,11,good
91,70,14,7,good
79,49,32,11,good
82,43,15,14,good
41,13,12,17,good
16,14,85,16,good
62,15,22,1,good
44,1,35,9,good
76,29,42,9,good
6,29,49,10,good
26,81,73,19,good
9,30,80,15,good
33,76,93,16,good
35,19,12,11,good
24,48,29,17,good
5,34,56,19,good
23,22,29,13,good
17,96,70,6,good
86,98,9,15,good
5,99,98,16,good
28,60,65,4,good
24,83,93,8,good
54,54,82,7,good
80,66,38,17,good
45,7,36,16,good
23,39,2,2,good
74,58,88,17,good
25,31,33,4,good
97,92,85,14,good
27,6,37,8,good
2,1,13,5,good
74,84,63,5,good
37,5,38,5,good
60,91,53,5,good
77,35,1,3,good
50,31,95,6,good
89,44,42,1,good
47,41,52,8,good
20,52,2,13,good
53,8,40,20,good
55,74,7,6,good
93,86,89,18,good
58,74,95,18,good
71,48,74,16,good
50,1,62,8,good
19,66,64,17,good
95,10,78,8,good
85,49,3,15,good
58,34,67,10,good
70,14,91,1,good
8,74,9,9,good
0,30,74,17,good
28,91,49,20,good
62,61,22,1,good
71,27,60,9,good
55,95,46,14,good
67,24,2,5,good
34,83,16,6,good
2,91,21,5,good
6,24,90,4,good
26,74,15,16,good
0,82,79,16,good
90,91,2,10,good
79,0,51,14,good
70,58,32,13,good
43,68,41,4,good
86,73,1,14,good
40,41,38,9,good
74,33,45,3,good
41,99,47,10,good
32,65,26,15,good
49,17,14,19,good
62,76,6,2,good
99,4,56,2,good
36,19,41,9,good
58,65,8,4,good
80,74,5,5,good
98,61,56,2,good
47,93,75,7,good
4,95,29,19,good
47,31,54,6,good
95,57,83,16,good
2,49,83,14,good
46,37,53,12,good
61,54,26,6,good
98,27,83,13,good
13,73,58,15,good
62,85,6,14,good
60,80,39,8,good
30,21,93,20,good
94,42,71,11,good
16,82,1,9,good
23,80,13,12,good
22,87,9,6,good
81,35,49,19,good
49,95,17,3,good
77,51,17,1,good
78,35,15,15,good
78,27,51,15,good
69,77,68,5,good
26,57,51,11,good
14,35,30,1,good
49,69,100,10,good
35,8,83,20,good
7,20,22,11,good
78,63,95,7,good
2,75,41,17,good
61,60,80,12,good
46,93,61,4,good
76,94,76,12,good
97,39,49,3,good
87,55,76,18,good
95,3,80,12,good
60,30,14,19,good
31,26,89,13,good
93,57,43,16,good
12,24,91,8,good
0,68,41,6,good
33,69,44,10,good
61,4,93,10,good
78,90,34,6,good
77,7,21,8,good
92,8,73,18,good
97,14,74,17,bad
81,99,37,10,good
70,6,96,2,good
92,95,69,12,good
30,71,63,20,good
63,14,100,10,good
24,36,6,9,good
37,82,43,16,good
13,38,75,7,good
7,5,6,9,good
90,82,65,6,good
53,56,59,10,good
1,91,0,7,good
80,80,61,18,good
100,18,86,11,good
77,62,88,1,good
88,30,17,19,good
55,74,6,5,good
93,78,53,6,good
92,9,66,7,good
83,86,92,4,good
84,66,9,16,good
60,61,60,10,good
21,2,58,15,good
34,17,58,13,good
100,24,68,8,good
15,19,62,13,good
49,57,97,7,good
42,92,7,17,good
16,85,77,4,good
79,49,54,7,good
57,78,5,16,good
1,9,0,2,good
3,20,55,14,good
84,28,96,14,good
38,95,74,8,good
97,9,87,6,bad
93,12,9,7,bad
5,46,22,7,good
80,22,15,2,good
88,49,100,4,good
68,86,15,13,good
68,94,55,10,good
19,3,94,9,good
63,66,5,15,good
15,84,29,12,good
50,52,62,10,good
36,1,100,19,good
72,67,0,5,good
68,64,50,7,good
41,78,88,20,good
56,56,45,11,good
65,96,20,16,good
8,69,98,13,good
99,6,37,4,good
85,18,68,16,good
63,43,62,13,good
85,62,49,1,good
21,64,11,4,good
33,38,68,15,good
54,82,72,16,good
28,25,43,4,good
37,43,51,17,good
96,11,8,11,good
17,21,98,5,good
70,76,64,13,good
64,91,9,12,good
96,13,45,3,good
0,85,99,4,good
87,29,57,10,good
3,43,36,9,good
3,83,51,10,good
81,90,98,13,good
26,37,80,1,good
42,58,12,12,good
58,41,5,11,good
31,51,57,8,good
32,62,100,14,good
27,60,47,14,good
54,33,31,20,good
99,38,10,17,good
59,40,80,19,good
69,36,4,20,good
61,64,5,17,good
79,78,73,6,good
33,31,96,14,good
86,7,93,18,good
87,96,20,17,good
55,17,41,6,good
12,44,80,5,good
55,92,26,13,good
17,95,2,16,good
53,32,59,9,good
76,4,92,12,good
100,81,65,10,good
42,73,92,13,good
38,35,48,19,good
60,96,99,16,good
41,22,33,17,good
80,39,36,16,good
78,4,41,14,good
17,33,64,16,good
22,23,59,15,good
53,16,89,12,good
29,94,0,5,good
97,70,58,11,good
57,80,3,5,good
67,91,13,11,good
66,21,17,2,good
70,14,33,19,good
17,100,0,17,good
6,14,52,19,good
39,24,21,12,good
69,52,79,20,good
85,20,60,5,good
64,65,21,12,good
67,90,49,16,good
48,31,15,1,good
51,20,27,2,good
28,67,91,10,good
20,43,85,2,good
89,82,69,10,good
77,65,88,18,good
8,89,41,1,good
46,97,65,5,good
75,13,70,12,good
41,14,80,17,good
50,19,34,19,good
55,33,19,18,good
50,35,1,13,good
69,82,6,3,good
19,8,95,10,good
87,70,48,14,good
26,29,82,8,good
37,76,75,10,good
71,90,8,2,good
64,62,26,13,good
53,34,77,5,good
23,12,1,11,good
46,78,84,1,good
70,45,67,10,good
82,55,59,13,good
85,8,84,4,good
62,86,85,10,good
56,35,48,12,good
54,2,1,14,good
59,97,16,3,good
98,18,82,2,good
61,27,87,19,good
29,22,19,11,good
92,6,75,7,good
21,75,88,18,good
74,13,86,14,good
83,45,97,7,good
28,14,31,7,good
40,66,50,9,good
41,14,87,12,good
97,50,41,6,good
64,87,62,7,good
30,7,88,4,good
29,68,60,16,good
17,61,61,7,good
16,50,2,8,good
37,62,88,8,good
13,67,91,20,good
86,77,75,3,good
88,15,25,9,good
78,83,47,19,good
55,23,7,13,good
21,5,4,7,good
66,56,10,20,good
55,30,41,15,good
18,5,98,19,good
56,98,90,2,good
43,78,40,12,good
97,28,18,8,good
34,66,47,8,good
0,74,52,13,good
51,2,54,1,good
84,27,60,10,good
92,73,31,9,good
69,96,45,2,good
36,47,91,19,good
64,79,35,14,good
50,9,17,10,good
0,32,73,10,good
90,99,95,8,good
20,66,17,14,good
52,68,11,13,good
15,11,71,6,good
60,56,96,13,good
53,43,45,3,good
39,12,54,20,good
25,23,37,13,good
79,43,77,19,good
91,56,1,16,good
64,95,8,4,good
99,15,4,3,bad
73,95,97,15,good
63,100,18,15,good
42,99,70,18,good
16,20,38,7,good
58,75,41,20,good
22,50,16,5,good
6,20,62,8,good
43,59,89,10,good
52,50,45,1,good
70,20,90,11,good
78,5,91,3,good
33,72,19,3,good
45,64,69,15,good
67,75,7,17,good
77,57,95,18,good
77,77,18,8,good
15,5,31,13,good
70,64,18,10,good
95,85,23,3,good
18,33,23,20,good
1,55,55,14,good
9,74,80,13,good
49,2,17,3,good
80,41,11,13,good
100,61,40,20,good
11,5,86,9,good
69,5,47,16,good
21,62,81,8,good
31,19,63,12,good
83,20,15,12,good
0,1,79,19,good
53,89,99,17,good
57,94,22,15,good
69,89,85,18,good
82,55,38,7,good
17,95,32,13,good
5,9,23,19,good
44,86,60,16,good
96,69,54,11,good
22,22,60,5,good
22,91,83,2,good
25,29,96,1,good
76,77,94,16,good
6,36,39,5,good
78,54,57,7,good
43,95,71,9,good
26,48,73,4,good
25,33,0,19,good
96,43,84,20,good
78,21,24,15,good
35,30,95,7,good
54,6,52,18,good
63,20,60,5,good
90,15,45,13,good
56,19,73,3,good
68,42,59,6,good
60,43,50,12,good
1,46,72,18,good
54,18,83,18,good
96,47,47,4,good
79,95,83,20,good
86,78,39,14,good
37,68,6,14,good
79,10,74,1,good
77,78,84,11,good
28,28,18,9,good
25,44,14,18,good
34,67,69,5,good
78,35,60,10,good
66,47,55,15,good
86,86,9,10,good
28,14,45,16,good
33,43,79,4,good
96,66,74,4,good
40,95,56,8,good
40,73,34,6,good
22,39,71,11,good
70,85,91,13,good
2,13,2,19,good
57,62,65,11,good
31,80,52,2,good
30,84,77,3,good
81,50,51,15,good
42,78,92,13,good
6,57,52,10,good
0,14,53,5,good
60,64,46,11,good
13,87,2,14,good
51,54,64,20,good
95,75,14,15,good
5,9,83,13,good
9,41,85,3,good
70,94,33,9,good
89,10,49,8,good
97,15,32,15,good
29,72,72,1,good
99,77,2,2,good
20,18,1,9,good
59,30,3,17,good
80,72,15,9,good
96,99,53,1,good
73,52,32,8,good
62,89,8,5,good
41,7,56,11,good
50,23,39,6,good
63,7,51,17,good
75,82,81,18,good
55,47,15,18,good
79,29,7,5,good
40,57,86,5,good
31,85,59,19,good
14,54,35,13,good
61,72,2,7,good
26,61,14,14,good
27,47,96,8,good
80,3,81,3,good
63,36,22,4,good
58,7,2,10,good
57,0,29,4,good
1,91,44,18,good
35,69,16,12,good
70,46,57,20,good
12,99,57,20,good
14,74,95,15,good
88,4,56,13,good
86,49,6,12,good
59,23,38,8,good
21,46,77,9,good
62,17,57,20,good
89,83,55,9,good
96,27,14,17,good
74,76,43,1,good
73,4,11,6,good
24,29,7,7,good
100,0,79,9,good
47,85,40,10,good
42,81,33,4,good
37,45,45,16,good
40,68,87,12,good
44,30,28,9,good
87,69,15,3,good
39,90,4,9,good
96,55,4,17,good
16,88,29,14,good
87,92,49,5,good
100,27,4,1,bad
56,15,12,1,good
1,53,98,3,good
95,52,48,9,good
61,11,88,6,good
87,19,49,9,good
8,81,13,4,good
67,33,45,20,good
80,52,89,19,good
16,63,81,5,good
49,22,83,5,good
93,26,33,14,good
39,16,70,10,good
57,47,46,16,good
74,20,59,6,good
84,49,73,20,good
20,39,78,14,good
17,94,80,18,good
54,2,10,9,good
28,16,97,7,good
23,60,90,18,good
73,49,84,10,good
16,89,94,2,good
17,86,49,13,good
41,5,3,6,good
83,27,40,9,good
100,71,58,20,good
44,54,59,8,good
81,57,80,10,good
16,44,61,16,good
72,71,83,15,good
13,18,24,13,good
48,28,86,18,good
28,22,78,6,good
94,31,32,20,good
3,9,18,9,good
81,90,56,18,good
19,48,14,7,good
46,64,40,5,good
8,28,68,11,good
76,58,79,13,good
78,44,59,3,good
26,66,95,1,good
14,50,21,4,good
91,100,42,19,good
100,94,31,18,good
18,10,12,6,good
89,85,37,10,good
51,81,25,7,good
25,98,80,12,good
88,5,4,8,good
25,66,48,13,good
25,61,96,18,good
45,4,90,14,good
91,8,4,11,good
48,27,100,10,good
81,82,70,6,good
95,91,47,13,good
52,90,17,10,good
2,76,94,12,good
65,37,5,1,good
96,42,65,18,good
41,20,76,13,good
18,90,41,4,good
16,61,51,6,good
32,45,10,18,good
75,69,25,5,good
48,37,20,18,good
55,48,65,5,good
62,74,39,7,good
2,80,55,9,good
48,38,50,3,good
54,70,19,12,good
25,29,80,20,good
98,20,79,14,good
71,0,56,8,good
51,88,4,12,good
99,31,13,7,bad
6,7,23,9,good
45,68,67,12,good
45,29,51,4,good
99,7,47,5,good
15,18,87,9,good
23,58,46,7,good
60,54,59,14,good
53,29,72,20,good
61,78,2,17,good
0,35,8,1,good
48,54,81,15,good
24,43,99,15,good
9,26,82,1,good
79,76,23,15,good
15,77,3,2,good
57,100,8,4,good
71,53,96,17,good
28,47,0,16,good
91,29,34,18,good
5,38,73,16,good
15,12,11,8,good
19,15,17,6,good
79,43,77,20,good
70,70,9,2,good
77,26,73,19,good
42,44,17,13,good
25,34,23,6,good
89,78,0,6,good
77,27,93,13,good
70,98,78,1,good
32,6,71,9,good
25,61,98,12,good
44,50,81,12,good
83,45,15,4,good
62,19,84,19,good
66,95,14,16,good
51,37,61,12,good
67,60,4,1,good
25,31,44,4,good
74,25,51,9,good
1,57,70,7,good
13,38,6,10,good
29,19,26,13,good
48,81,88,8,good
11,49,85,20,good
89,78,12,10,good
43,51,16,10,good
32,85,43,8,good
12,21,12,20,good
77,52,89,15,good
87,84,72,1,good
97,65,4,15,good
25,42,32,17,good
20,81,3,13,good
27,22,91,12,good
47,76,25,3,good
99,63,67,19,good
39,8,15,5,good
65,6,100,3,good
72,40,21,5,good
86,53,35,9,good
78,64,57,6,good
76,1,54,16,good
22,3,34,10,good
80,77,24,16,good
47,31,71,3,good
1,99,80,18,good
83,1,60,11,good
19,63,17,19,good
58,13,57,15,good
45,19,75,11,good
2,88,56,10,good
54,48,96,9,good
11,7,86,3,good
39,91,62,9,good
65,62,11,18,good
99,45,10,12,good
77,20,12,16,good
15,86,34,4,good
82,31,26,1,good
33,7,88,13,good
43,94,66,8,good
5,100,88,6,good
76,15,44,8,good
63,39,73,19,good
99,26,80,12,good
21,17,66,1,good
17,34,21,4,good
11,51,77,13,good
51,14,90,17,good
93,62,41,19,good
50,52,19,19,good
70,90,47,5,good
95,80,17,11,good
47,65,76,7,good
18,30,69,3,good
5,60,73,11,good
83,63,100,17,good
26,100,92,11,good
52,97,5,15,good
100,33,38,19,good
47,54,10,8,good
6,58,24,16,good
58,2,93,15,good
68,16,54,3,good
10,77,83,6,good
14,77,57,3,good
63,45,36,5,good
2,37,15,1,good
68,34,94,14,good
22,0,92,12,good
52,28,69,13,good
36,3,92,14,good
8,60,95,12,good
14,96,72,13,good
2,16,36,6,good
92,27,52,15,good
69,49,86,16,good
16,89,15,9,good
25,7,17,8,good
20,33,18,5,good
71,58,43,15,good
20,17,1,7,good
10,94,57,17,good
37,58,9,16,good
71,26,75,11,good
87,15,45,7,good
34,9,81,11,good
13,75,18,2,good
13,21,37,2,good
9,15,36,6,good
11,11,90,3,good
37,74,77,1,good
33,83,44,20,good
40,50,33,16,good
9,0,1,14,good
16,26,43,17,good
16,66,96,18,good
66,11,82,4,good
61,29,26,3,good
94,8,47,8,good
0,52,93,4,good
11,60,6,15,good
3,53,26,13,good
41,36,84,14,good
12,64,70,14,good
97,41,88,5,good
84,48,17,5,good
85,3,32,13,good
3,63,32,4,good
81,78,95,18,good
68,50,24,6,good
18,90,13,5,good
1,71,37,3,good
11,59,37,20,good
80,86,3,3,good
73,78,61,3,good
97,90,81,20,good
5,30,9,2,good
7,71,34,20,good
50,93,98,18,good
10,57,22,10,good
62,81,88,7,good
56,3,64,20,good
11,21,81,14,good
72,2,78,10,good
1,78,24,20,good
7,98,95,16,good
10,46,52,6,good
52,37,83,17,good
99,32,16,6,good
9,77,56,18,good
84,47,74,10,good
83,64,76,10,good
7,25,88,9,good
35,7,19,15,good
92,49,24,11,good
75,79,41,7,good
13,37,44,18,good
53,9,30,2,good
84,41,64,2,good
85,36,51,13,good
20,25,79,11,good
49,91,91,19,good
93,11,20,20,good
38,83,29,1,good
19,48,2,17,good
87,13,97,20,good
86,45,69,18,good
6,34,42,8,good
8,28,28,13,good
0,11,2,4,good
25,81,57,19,good
37,43,32,3,good
37,65,74,6,good
60,1,44,6,good
43,58,68,6,good
85,16,31,8,good
43,9,81,17,good
73,17,83,10,good
61,21,51,5,good
5,82,63,19,good
16,57,39,11,good
50,52,91,10,good
37,0,12,3,good
23,87,89,10,good
50,60,79,2,good
9,99,88,9,good
71,88,73,5,good
20,99,28,17,good
69,30,62,6,good
84,30,83,11,good
56,65,25,5,good
38,18,95,7,good
87,52,58,7,good
32,75,48,4,good
58,73,52,10,good
17,94,87,18,good
55,21,30,1,good
91,22,11,14,good
56,86,57,6,good
95,14,35,11,good
75,25,9,14,good
47,2,5,20,good
41,86,6,3,good
26,19,30,16,good
73,39,90,16,good
51,38,71,7,good
41,71,2,8,good
31,17,46,4,good
25,40,84,12,good
24,69,0,12,good
74,26,44,10,good
22,99,53,12,good
97,14,49,11,good
56,36,78,11,good
51,57,6,15,good
86,4,62,6,good
92,72,14,11,good
30,6,88,2,good
63,40,66,9,good
70,83,29,11,good
32,9,77,16,good
84,61,67,13,good
1,25,35,13,good
17,67,66,18,good
46,23,4,1,good
32,77,24,20,good
100,40,94,10,good
97,64,10,19,good
83,16,71,17,good
34,23,89,1,good
50,26,65,1,good
17,6,27,17,good
87,72,59,15,good
71,98,9,2,good
29,11,49,11,good
43,84,38,2,good
52,2,36,20,good
9,78,62,9,good
86,84,60,19,good
51,9,84,2,good
48,32,91,16,good
10,45,37,20,good
65,58,32,9,good
57,51,74,20,good
89,5,44,4,good
35,1,43,13,good
32,28,0,15,good
46,39,52,20,good
12,96,46,2,good
39,60,32,20,good
88,67,66,18,good
67,67,89,9,good
41,28,14,20,good
18,100,13,1,good
81,61,22,3,good
100,59,53,17,good
93,83,7,11,good
18,40,53,8,good
57,86,35,12,good
22,81,83,11,good
53,88,51,13,good
79,64,5,15,good
64,63,96,20,good
11,78,27,17,good
23,62,49,12,good
33,97,37,19,good
52,47,29,20,good
7,19,80,11,good
17,36,72,10,good
56,63,91,17,good
4,90,53,13,good
25,85,70,16,good
29,4,45,20,good
53,33,27,20,good
12,38,16,17,good
82,66,47,5,good
28,80,43,9,good
2,61,59,4,good
89,87,59,9,good
57,23,4,16,good
75,2,68,7,good
1,70,77,14,good
74,88,69,14,good
27,66,6,7,good
81,78,52,16,good
76,92,16,18,good
100,49,58,6,good
85,28,8,7,good
75,73,94,19,good
1,31,21,8,good
100,86,44,1,good
6,38,72,17,good
25,8,58,19,good
89,100,79,7,good
87,13,99,18,good
75,67,97,6,good
15,63,12,6,good
22,19,82,1,good
39,27,11,10,good
59,13,35,8,good
72,43,9,7,good
31,97,15,9,good
14,76,91,1,good
100,94,18,11,good
12,96,5,3,good
4,38,3,18,good
74,27,29,6,good
73,63,94,11,good
51,88,45,5,good
76,31,26,20,good
40,8,44,4,good
52,27,84,8,good
49,94,36,10,good
14,16,8,3,good
6,86,60,13,good
39,76,34,17,good
27,54,46,5,good
31,9,20,8,good
98,79,16,19,good
14,5,54,18,good
99,47,87,1,good
84,74,94,4,good
69,66,5,18,good
64,91,34,14,good
3,40,49,11,good
10,78,36,9,good
25,59,12,13,good
60,76,24,17,good
36,41,95,15,good
22,80,0,2,good
92,70,48,6,good
84,27,34,7,good
90,12,82,2,good
39,80,52,13,good
76,14,51,10,good
22,35,53,16,good
15,91,75,9,good
93,14,46,8,good
60,74,42,15,good
67,55,19,7,good
79,94,32,19,good
30,3,92,4,good
52,98,15,9,good
24,97,77,19,good
43,51,6,2,good
11,90,69,7,good
89,9,20,19,good
100,93,35,6,good
96,44,85,15,good
91,83,53,7,good
8,28,18,6,good
11,52,24,1,good
68,28,66,14,good
53,22,99,1,good
53,56,52,6,good
27,49,97,18,good
55,20,74,17,good
98,42,47,2,good
68,9,41,8,good
97,75,46,2,good
97,29,90,16,bad
76,50,41,4,good
57,32,1,2,good
77,17,5,5,good
74,77,45,17,good
41,21,65,2,good
37,63,80,14,good
67,20,39,20,good
52,0,57,7,good
32,14,77,15,good
70,35,73,18,good
55,46,32,13,good
71,53,61,12,good
100,85,11,2,good
50,31,95,12,good
73,57,48,6,good
42,45,87,1,good
14,53,77,1,good
37,32,4,15,good
14,38,50,16,good
4,22,68,7,good
92,42,31,14,good
82,54,48,19,good
53,1,96,19,good
50,65,59,13,good
9,37,45,12,good
11,28,67,1,good
3,66,93,12,good
94,70,40,4,good
17,35,80,15,good
79,28,66,16,good
35,36,12,15,good
24,99,99,8,good
86,86,17,19,good
75,44,86,15,good
97,15,98,18,good
35,30,96,11,good
100,33,50,9,good
66,49,35,1,good
8,64,80,9,good
60,81,33,12,good
52,61,11,2,good
17,42,4,11,good
42,55,47,14,good
34,14,90,2,good
62,47,39,15,good
97,48,12,18,good
77,80,25,14,good
3,43,13,12,good
92,9,95,10,good
40,19,10,14,good
44,69,37,15,good
49,7,79,5,good
78,44,56,2,good
27,33,21,6,good
41,95,15,12,good
79,50,76,2,good
75,3,75,4,good
68,38,81,7,good
97,83,28,16,good
0,23,81,1,good
38,87,1,1,good
95,54,53,14,good
89,25,1,11,good
16,24,2,12,good
90,35,92,11,good
87,70,55,6,good
34,73,71,12,good
45,57,10,12,good
41,11,75,10,good
38,0,31,8,good
89,49,3,20,good
48,24,8,19,good
61,79,87,7,good
37,4,55,14,good
22,82,15,4,good
21,67,80,1,good
3,5,85,8,good
48,25,70,5,good
58,54,9,8,good
72,38,92,8,good
67,8,35,7,good
70,44,23,19,good
86,13,63,4,good
1,54,55,20,good
48,8,77,6,good
87,14,77,12,good
94,36,88,18,good
30,49,21,12,good
39,83,51,18,good
47,71,49,3,good
50,95,46,10,good
42,20,22,7,good
97,56,95,3,good
54,18,89,19,good
87,92,90,13,good
48,57,75,4,good
89,94,82,10,good
79,5,18,6,good
56,3,51,1,good
76,42,33,6,good
14,92,95,8,good
26,41,28,15,good
67,2,60,8,good
79,0,84,6,good
63,54,34,19,good
93,14,4,14,good
29,46,75,2,good
35,84,6,7,good
66,45,40,8,good
85,57,1,10,good
85,94,88,13,good
48,70,9,20,good
75,80,43,1,good
54,82,69,9,good
84,38,90,10,good
55,2,34,20,good
67,29,61,2,good
94,34,73,20,good
43,56,72,11,good
30,28,19,5,good
57,49,100,18,good
86,61,34,7,good
52,51,36,3,good
83,13,71,16,good
78,34,53,15,good
22,27,94,8,good
27,57,79,20,good
15,29,27,5,good
36,89,69,3,good
20,6,31,5,good
78,38,91,9,good
16,94,10,16,good
36,68,41,14,good
76,34,22,18,good
18,51,29,7,good
29,13,8,15,good
44,62,91,8,good
17,35,87,3,good
77,90,58,11,good
61,23,27,20,good
35,39,87,18,good
99,28,78,15,good
83,52,32,10,good
51,21,46,3,good
18,71,97,15,good
43,14,21,6,good
6,68,28,11,good
43,63,33,11,good
67,3,41,19,good
33,74,51,3,good
65,17,46,13,good
68,41,73,8,good
54,29,50,11,good
9,14,44,11,good
95,69,93,13,good
41,54,74,3,good
40,52,33,6,good
76,15,20,10,good
68,72,12,19,good
9,33,53,12,good
9,26,24,14,good
90,12,20,11,good
59,99,0,10,good
50,26,57,3,good
20,72,68,13,good
7,68,85,18,good
64,85,70,13,good
91,30,12,14,good
